       1   1   -11.2929579546
       1   2    -0.0171979026
       1   3     0.0041832772
       1   4     0.0000000000
       1   5     0.0000000000
       1   6    -0.0006253710
       1   7    -0.0000000040
       1   8    -0.0000000112
       1   9     0.0000000000
       1  10     0.0000000000
       1  11    -0.0000000082
       1  12     0.0000000000
       1  13     0.0000000000
       1  14     0.0000000000
       1  15     0.0000000000
       1  16    -0.0000000019
       1  17     0.0000000000
       1  18     0.0000000000
       1  19     0.0000000129
       2   1    -0.0171979026
       2   2    -3.6820381932
       2   3    -0.1085078958
       2   4    -0.0695805497
       2   5    -0.0695805497
       2   6     0.1996446118
       2   7     0.2340927549
       2   8    -0.0234432189
       2   9    -0.0695805497
       2  10    -0.0695805497
       2  11     0.2934878740
       2  12    -0.0695805497
       2  13    -0.0695805497
       2  14    -0.0695805497
       2  15    -0.0695805497
       2  16    -0.1389757474
       2  17    -0.0695805497
       2  18    -0.0695805497
       2  19    -0.0196108364
       3   1     0.0041832772
       3   2    -0.0678949542
       3   3    -2.8683735353
       3   4    -0.0289676082
       3   5    -0.0289676082
       3   6     0.0789122783
       3   7     0.0566477890
       3   8     0.4293143638
       3   9    -0.0289676082
       3  10    -0.0289676082
       3  11    -0.1875139805
       3  12    -0.0289676082
       3  13    -0.0289676082
       3  14    -0.0289676082
       3  15    -0.0289676082
       3  16    -0.1692477346
       3  17    -0.0289676082
       3  18    -0.0289676082
       3  19    -0.0372139672
       4   1     0.0000000000
       4   2    -0.0003021998
       4   3    -0.0003021998
       4   4    -2.6851387204
       4   5    -0.0003021998
       4   6    -0.0003021998
       4   7    -0.0003021998
       4   8    -0.0003021998
       4   9    -0.0003021998
       4  10     0.6002113822
       4  11    -0.0003021998
       4  12    -0.0674267460
       4  13    -0.0003021998
       4  14    -0.0003021998
       4  15    -0.0003021998
       4  16    -0.0003021998
       4  17    -0.0003021998
       4  18     0.0491521187
       4  19    -0.0003021998
       5   1     0.0000000000
       5   2    -0.0003021998
       5   3    -0.0003021998
       5   4    -0.0003021998
       5   5    -2.6851387204
       5   6    -0.0003021998
       5   7    -0.0003021998
       5   8    -0.0003021998
       5   9     0.6002113822
       5  10    -0.0003021998
       5  11    -0.0003021998
       5  12    -0.0003021998
       5  13    -0.0674267460
       5  14    -0.0003021998
       5  15    -0.0003021998
       5  16    -0.0003021998
       5  17     0.0491521187
       5  18    -0.0003021998
       5  19    -0.0003021998
       6   1    -0.0006253710
       6   2     0.3714258488
       6   3     0.2100805737
       6   4     0.1022006872
       6   5     0.1022006872
       6   6    -1.9108900662
       6   7    -0.0085287925
       6   8    -0.0590175388
       6   9     0.1022006872
       6  10     0.1022006872
       6  11     0.0485892981
       6  12     0.1022006872
       6  13     0.1022006872
       6  14     0.1022006872
       6  15     0.1022006872
       6  16    -0.0031365524
       6  17     0.1022006872
       6  18     0.1022006872
       6  19     0.0719367038
       7   1    -0.0000000040
       7   2     0.3660851530
       7   3     0.1480272456
       7   4     0.0624118485
       7   5     0.0624118485
       7   6    -0.0483176313
       7   7    -1.0180980211
       7   8    -0.0331474464
       7   9     0.0624118485
       7  10     0.0624118485
       7  11    -0.2248587917
       7  12     0.0624118485
       7  13     0.0624118485
       7  14     0.0624118485
       7  15     0.0624118485
       7  16     0.1778885831
       7  17     0.0624118485
       7  18     0.0624118485
       7  19    -0.0895494885
       8   1    -0.0000000112
       8   2     0.1583709474
       8   3     0.5705155885
       8   4     0.1122336166
       8   5     0.1122336166
       8   6    -0.0489846094
       8   7     0.0166743217
       8   8    -1.2111312570
       8   9     0.1122336166
       8  10     0.1122336166
       8  11     0.1689063173
       8  12     0.1122336166
       8  13     0.1122336166
       8  14     0.1122336166
       8  15     0.1122336166
       8  16     0.2841969348
       8  17     0.1122336166
       8  18     0.1122336166
       8  19     0.2837449078
       9   1     0.0000000000
       9   2     0.0061770979
       9   3     0.0061770979
       9   4     0.0061770979
       9   5     0.6066906798
       9   6     0.0061770979
       9   7     0.0061770979
       9   8     0.0061770979
       9   9    -1.5152258961
       9  10     0.0061770979
       9  11     0.0061770979
       9  12     0.0061770979
       9  13    -0.0450806392
       9  14     0.0061770979
       9  15     0.0061770979
       9  16     0.0061770979
       9  17    -0.1224372578
       9  18     0.0061770979
       9  19     0.0061770979
      10   1     0.0000000000
      10   2     0.0061770979
      10   3     0.0061770979
      10   4     0.6066906798
      10   5     0.0061770979
      10   6     0.0061770979
      10   7     0.0061770979
      10   8     0.0061770979
      10   9     0.0061770979
      10  10    -1.5152258961
      10  11     0.0061770979
      10  12    -0.0450806392
      10  13     0.0061770979
      10  14     0.0061770979
      10  15     0.0061770979
      10  16     0.0061770979
      10  17     0.0061770979
      10  18    -0.1224372578
      10  19     0.0061770979
