       1   1   -11.3002521191
       1   2     0.0007753412
       1   3     0.0040807936
       1   4     0.0000000000
       1   5     0.0000000000
       1   6    -0.0006071215
       1   7    -0.0001238408
       1   8     0.0000170863
       1   9     0.0000000000
       1  10     0.0000000000
       1  11    -0.0005554182
       1  12     0.0000000000
       1  13     0.0000000000
       1  14     0.0000000000
       1  15     0.0000000000
       1  16     0.0001658179
       1  17     0.0000000000
       1  18     0.0000000000
       1  19     0.0003182530
       2   1     0.0007753412
       2   2    -3.6165657380
       2   3     0.0037680587
       2   4    -0.0003360390
       2   5    -0.0003360390
       2   6     0.3252984502
       2   7     0.2826847816
       2   8     0.0691884014
       2   9    -0.0003360390
       2  10    -0.0003360390
       2  11     0.3421457290
       2  12    -0.0003360390
       2  13    -0.0003360390
       2  14    -0.0003360390
       2  15    -0.0003360390
       2  16    -0.0524050047
       2  17    -0.0003360390
       2  18    -0.0003360390
       2  19     0.0538941381
       3   1     0.0040807936
       3   2     0.0131024710
       3   3    -2.8262499626
       3   4     0.0089983733
       3   5     0.0089983733
       3   6     0.0883675882
       3   7     0.0945053950
       3   8     0.4641258010
       3   9     0.0089983733
       3  10     0.0089983733
       3  11    -0.1730293273
       3  12     0.0089983733
       3  13     0.0089983733
       3  14     0.0089983733
       3  15     0.0089983733
       3  16    -0.1207491893
       3  17     0.0089983733
       3  18     0.0089983733
       3  19    -0.0040432647
       4   1     0.0000000000
       4   2     0.0000000000
       4   3     0.0000000000
       4   4    -2.6847871355
       4   5     0.0000000000
       4   6     0.0000000000
       4   7     0.0000000000
       4   8     0.0000000000
       4   9     0.0000000000
       4  10     0.6009420330
       4  11     0.0000000000
       4  12     0.0000000000
       4  13    -0.0673305107
       4  14     0.0000000000
       4  15     0.0000000000
       4  16     0.0000000000
       4  17     0.0505238394
       4  18     0.0000000000
       4  19     0.0000000000
       5   1     0.0000000000
       5   2    -0.0039700653
       5   3    -0.0039700653
       5   4    -0.0039700653
       5   5    -2.6887572008
       5   6    -0.0039700653
       5   7    -0.0039700653
       5   8    -0.0039700653
       5   9     0.5969719677
       5  10    -0.0039700653
       5  11    -0.0039700653
       5  12    -0.0713005760
       5  13    -0.0039700653
       5  14    -0.0039700653
       5  15    -0.0039700653
       5  16    -0.0039700653
       5  17    -0.0039700653
       5  18     0.0465537741
       5  19    -0.0039700653
       6   1    -0.0006071215
       6   2     0.2550105370
       6   3     0.0087452627
       6   4    -0.0706239522
       6   5    -0.0706239522
       6   6    -2.0789981404
       6   7    -0.1075929008
       6   8    -0.2512276956
       6   9    -0.0706239522
       6  10    -0.0706239522
       6  11    -0.1187329094
       6  12    -0.0706239522
       6  13    -0.0706239522
       6  14    -0.0706239522
       6  15    -0.0706239522
       6  16    -0.2366104092
       6  17    -0.0706239522
       6  18    -0.0706239522
       6  19    -0.0920678264
       7   1    -0.0001238408
       7   2     0.3031519761
       7   3     0.1056381771
       7   4     0.0201311554
       7   5     0.0201311554
       7   6    -0.0168377931
       7   7    -1.0475848082
       7   8    -0.0773401533
       7   9     0.0201311554
       7  10     0.0201311554
       7  11    -0.2569732153
       7  12     0.0201311554
       7  13     0.0201311554
       7  14     0.0201311554
       7  15     0.0201311554
       7  16     0.1511149317
       7  17     0.0201311554
       7  18     0.0201311554
       7  19    -0.1522645744
       8   1     0.0000170863
       8   2     0.0226768321
       8   3     0.4082798193
       8   4    -0.0468476084
       8   5    -0.0468476084
       8   6    -0.2274513518
       8   7    -0.1443189171
       8   8    -1.3676345294
       8   9    -0.0468476084
       8  10    -0.0468476084
       8  11     0.0263683698
       8  12    -0.0468476084
       8  13    -0.0468476084
       8  14    -0.0468476084
       8  15    -0.0468476084
       8  16     0.1121852994
       8  17    -0.0468476084
       8  18    -0.0468476084
       8  19     0.1348710775
       9   1     0.0000000000
       9   2    -0.0094889813
       9   3    -0.0094889813
       9   4    -0.0094889813
       9   5     0.5914530517
       9   6    -0.0094889813
       9   7    -0.0094889813
       9   8    -0.0094889813
       9   9    -1.5316418071
       9  10    -0.0094889813
       9  11    -0.0094889813
       9  12    -0.0611408873
       9  13    -0.0094889813
       9  14    -0.0094889813
       9  15    -0.0094889813
       9  16    -0.0094889813
       9  17    -0.0094889813
       9  18    -0.1383450566
       9  19    -0.0094889813
      10   1     0.0000000000
      10   2     0.0000000000
      10   3     0.0000000000
      10   4     0.6009420330
      10   5     0.0000000000
      10   6     0.0000000000
      10   7     0.0000000000
      10   8     0.0000000000
      10   9     0.0000000000
      10  10    -1.5221528258
      10  11     0.0000000000
      10  12     0.0000000000
      10  13    -0.0516519060
      10  14     0.0000000000
      10  15     0.0000000000
      10  16     0.0000000000
      10  17    -0.1288560753
      10  18     0.0000000000
      10  19     0.0000000000
      11   1    -0.0005554182
      11   2     0.3130009363
      11   3    -0.2115085323
      11   4    -0.0294808317
      11   5    -0.0294808317
      11   6    -0.0775897889
      11   7    -0.3065852024
      11   8     0.0437351465
      11   9    -0.0294808317
      11  10    -0.0294808317
      11  11    -1.2260858458
      11  12    -0.0294808317
      11  13    -0.0294808317
      11  14    -0.0294808317
      11  15    -0.0294808317
      11  16     0.0690200007
      11  17    -0.0294808317
      11  18    -0.0294808317
      11  19     0.0954834547
      12   1     0.0000000000
      12   2    -0.0056300906
      12   3    -0.0056300906
      12   4    -0.0056300906
      12   5    -0.0729606013
      12   6    -0.0056300906
      12   7    -0.0056300906
