       1   1   1   1     0.0487474213
       1   2   1   1    -0.0121584061
       1   3   1   1     0.0032731273
       1   4   1   1     0.0000000000
       1   5   1   1     0.0000000000
       2   1   1   1    -0.0121584061
       2   2   1   1     0.5572653227
       2   3   1   1    -0.0356051416
       2   4   1   1     0.0000000000
       2   5   1   1     0.0000000000
       3   1   1   1     0.0032731273
       3   2   1   1    -0.0356051416
       3   3   1   1     0.0689007536
       3   4   1   1     0.0000000000
       3   5   1   1     0.0000000000
       4   1   1   1     0.0000000000
       4   2   1   1     0.0000000000
       4   3   1   1     0.0000000000
       4   4   1   1     0.1078505259
       4   5   1   1     0.0000000000
       5   1   1   1     0.0000000000
       5   2   1   1     0.0000000000
       5   3   1   1     0.0000000000
       5   4   1   1     0.0000000000
       5   5   1   1     0.1078505259
       1   1   1   2    -0.0118116372
       1   2   1   2     0.0032731273
       1   3   1   2    -0.0023389280
       1   4   1   2     0.0000000000
       1   5   1   2     0.0000000000
       2   1   1   2     0.0036900890
       2   2   1   2    -0.0356051416
       2   3   1   2     0.3925881234
       2   4   1   2     0.0000000000
       2   5   1   2     0.0000000000
       3   1   1   2     0.0053477245
       3   2   1   2     0.0689007536
       3   3   1   2     0.0532124759
       3   4   1   2     0.0000000000
       3   5   1   2     0.0000000000
       4   1   1   2     0.0000000000
       4   2   1   2     0.0000000000
       4   3   1   2     0.0000000000
       4   4   1   2    -0.0216607182
       4   5   1   2     0.0000000000
       5   1   1   2     0.0000000000
       5   2   1   2     0.0000000000
       5   3   1   2     0.0000000000
       5   4   1   2     0.0000000000
       5   5   1   2    -0.0216607182
       1   1   1   3     0.0000000000
       1   2   1   3     0.0000000000
       1   3   1   3     0.0000000000
       1   4   1   3    -0.0075134980
       1   5   1   3     0.0000000000
       2   1   1   3     0.0000000000
       2   2   1   3     0.0000000000
       2   3   1   3     0.0000000000
       2   4   1   3     0.5355783504
       2   5   1   3     0.0000000000
       3   1   1   3     0.0000000000
       3   2   1   3     0.0000000000
       3   3   1   3     0.0000000000
       3   4   1   3    -0.0458947139
       3   5   1   3     0.0000000000
       4   1   1   3     0.0221749835
       4   2   1   3     0.1078505259
       4   3   1   3    -0.0216607182
       4   4   1   3     0.0000000000
       4   5   1   3     0.0000000000
       5   1   1   3     0.0000000000
       5   2   1   3     0.0000000000
       5   3   1   3     0.0000000000
       5   4   1   3     0.0000000000
       5   5   1   3     0.0000000000
       1   1   1   4     0.0000000000
       1   2   1   4     0.0000000000
