       1   1   -11.3005198985
       1   2    -0.0014909002
       1   3    -0.0005459361
       1   4     0.0000000000
       1   5     0.0000000000
       1   6     0.0000881905
       1   7     0.0002272933
       1   8     0.0000000000
       1   9     0.0000000000
       1  10    -0.0005149963
       1  11     0.0007737178
       1  12     0.0000000000
       1  13     0.0000000000
       1  14    -0.0003376703
       1  15     0.0000000000
       1  16     0.0000000000
       1  17     0.0000000000
       1  18     0.0000000000
       1  19    -0.0001554968
       2   1    -0.0014909002
       2   2    -3.3020693445
       2   3     0.0403520034
       2   4    -0.0149538054
       2   5    -0.0149538054
       2   6    -0.1859724388
       2   7     0.1201484707
       2   8    -0.0149538054
       2   9    -0.0149538054
       2  10    -0.2521365751
       2  11     0.3635403779
       2  12    -0.0149538054
       2  13    -0.0149538054
       2  14     0.0103506793
       2  15    -0.0149538054
       2  16    -0.0149538054
       2  17    -0.0149538054
       2  18    -0.0149538054
       2  19     0.0304481229
       3   1    -0.0005459361
       3   2     0.0551057584
       3   3    -2.2631507562
       3   4    -0.0002000504
       3   5    -0.0002000504
       3   6    -0.3102383979
       3   7     0.1902048189
       3   8    -0.0002000504
       3   9    -0.0002000504
       3  10     0.3267432607
       3  11    -0.0348728111
       3  12    -0.0002000504
       3  13    -0.0002000504
       3  14    -0.0917306979
       3  15    -0.0002000504
       3  16    -0.0002000504
       3  17    -0.0002000504
       3  18    -0.0002000504
       3  19     0.0363598130
       4   1     0.0000000000
       4   2     0.0000000000
       4   3     0.0000000000
       4   4    -2.5939885978
       4   5     0.0000000000
       4   6     0.0000000000
       4   7     0.0000000000
       4   8     0.0000000000
       4   9     0.5423697789
       4  10     0.0000000000
       4  11     0.0000000000
       4  12    -0.0683230004
       4  13     0.0000000000
       4  14     0.0000000000
       4  15     0.0000000000
       4  16     0.0000000000
       4  17     0.0017709402
       4  18     0.0000000000
       4  19     0.0000000000
       5   1     0.0000000000
       5   2    -0.0383580538
       5   3    -0.0383580538
       5   4    -0.0383580538
       5   5    -2.6323466516
       5   6    -0.0383580538
       5   7    -0.0383580538
       5   8     0.5040117251
       5   9    -0.0383580538
       5  10    -0.0383580538
       5  11    -0.0383580538
       5  12    -0.0383580538
       5  13    -0.1066810543
       5  14    -0.0383580538
       5  15    -0.0383580538
       5  16    -0.0383580538
       5  17    -0.0383580538
       5  18    -0.0365871137
       5  19    -0.0383580538
       6   1     0.0000881905
       6   2    -0.1542285681
       6   3    -0.2932482823
       6   4     0.0167900653
       6   5     0.0167900653
       6   6    -2.1373273733
       6   7     0.0226730162
       6   8     0.0167900653
       6   9     0.0167900653
       6  10     0.3279416016
       6  11     0.2458980380
       6  12     0.0167900653
       6  13     0.0167900653
       6  14     0.1883997293
       6  15     0.0167900653
       6  16     0.0167900653
       6  17     0.0167900653
       6  18     0.0167900653
       6  19     0.0297645713
       7   1     0.0002272933
       7   2     0.1491635678
       7   3     0.2044661610
       7   4     0.0140612917
       7   5     0.0140612917
       7   6     0.0199442426
