       1   1   1   1     3.5094116895
       1   2   1   1    -0.3259299603
       1   3   1   1     0.0798125220
       1   4   1   1     0.0000000000
       1   5   1   1     0.0000000000
       2   1   1   1    -0.3259299603
       2   2   1   1     0.0487474213
       2   3   1   1    -0.0118116372
       2   4   1   1     0.0000000000
       2   5   1   1     0.0000000000
       3   1   1   1     0.0798125220
       3   2   1   1    -0.0118116372
       3   3   1   1     0.0071573692
       3   4   1   1     0.0000000000
       3   5   1   1     0.0000000000
       4   1   1   1     0.0000000000
       4   2   1   1     0.0000000000
       4   3   1   1     0.0000000000
       4   4   1   1     0.0195409923
       4   5   1   1     0.0000000000
       5   1   1   1     0.0000000000
       5   2   1   1     0.0000000000
       5   3   1   1     0.0000000000
       5   4   1   1     0.0000000000
       5   5   1   1     0.0195409923
       1   1   1   2    -0.3259299603
       1   2   1   2     0.7906761086
       1   3   1   2    -0.0972760419
       1   4   1   2     0.0000000000
       1   5   1   2     0.0000000000
       2   1   1   2     0.0487474213
       2   2   1   2    -0.0121584061
       2   3   1   2     0.0032731273
       2   4   1   2     0.0000000000
       2   5   1   2     0.0000000000
       3   1   1   2    -0.0118116372
       3   2   1   2     0.0036900890
       3   3   1   2     0.0053477245
       3   4   1   2     0.0000000000
       3   5   1   2     0.0000000000
       4   1   1   2     0.0000000000
       4   2   1   2     0.0000000000
       4   3   1   2     0.0000000000
       4   4   1   2     0.0221749835
       4   5   1   2     0.0000000000
       5   1   1   2     0.0000000000
       5   2   1   2     0.0000000000
       5   3   1   2     0.0000000000
       5   4   1   2     0.0000000000
       5   5   1   2     0.0221749835
       1   1   1   3     0.0798125220
       1   2   1   3    -0.0972760419
       1   3   1   3     0.4461031863
       1   4   1   3     0.0000000000
       1   5   1   3     0.0000000000
       2   1   1   3    -0.0118116372
       2   2   1   3     0.0032731273
       2   3   1   3    -0.0023389280
       2   4   1   3     0.0000000000
       2   5   1   3     0.0000000000
       3   1   1   3     0.0071573692
       3   2   1   3     0.0053477245
       3   3   1   3     0.0011039600
       3   4   1   3     0.0000000000
       3   5   1   3     0.0000000000
       4   1   1   3     0.0000000000
       4   2   1   3     0.0000000000
       4   3   1   3     0.0000000000
       4   4   1   3    -0.0052018886
       4   5   1   3     0.0000000000
       5   1   1   3     0.0000000000
       5   2   1   3     0.0000000000
       5   3   1   3     0.0000000000
       5   4   1   3     0.0000000000
       5   5   1   3    -0.0052018886
       1   1   1   4     0.0000000000
       1   2   1   4     0.0000000000
       1   3   1   4     0.0000000000
       1   4   1   4     0.7504662492
       1   5   1   4     0.0000000000
       2   1   1   4     0.0000000000
       2   2   1   4     0.0000000000
       2   3   1   4     0.0000000000
       2   4   1   4    -0.0075134980
       2   5   1   4     0.0000000000
       3   1   1   4     0.0000000000
       3   2   1   4     0.0000000000
       3   3   1   4     0.0000000000
       3   4   1   4     0.0017738805
       3   5   1   4     0.0000000000
       4   1   1   4     0.0195409923
       4   2   1   4     0.0221749835
       4   3   1   4    -0.0052018886
       4   4   1   4     0.0000000000
       4   5   1   4     0.0000000000
       5   1   1   4     0.0000000000
       5   2   1   4     0.0000000000
       5   3   1   4     0.0000000000
       5   4   1   4     0.0000000000
       5   5   1   4     0.0000000000
       1   1   1   5     0.0000000000
       1   2   1   5     0.0000000000
       1   3   1   5     0.0000000000
       1   4   1   5     0.0000000000
       1   5   1   5     0.7504662492
       2   1   1   5     0.0000000000
       2   2   1   5     0.0000000000
       2   3   1   5     0.0000000000
       2   4   1   5     0.0000000000
       2   5   1   5    -0.0075134980
       3   1   1   5     0.0000000000
       3   2   1   5     0.0000000000
       3   3   1   5     0.0000000000
       3   4   1   5     0.0000000000
       3   5   1   5     0.0017738805
       4   1   1   5     0.0000000000
       4   2   1   5     0.0000000000
       4   3   1   5     0.0000000000
       4   4   1   5     0.0000000000
       4   5   1   5     0.0000000000
       5   1   1   5     0.0195409923
       5   2   1   5     0.0221749835
       5   3   1   5    -0.0052018886
       5   4   1   5     0.0000000000
       5   5   1   5     0.0000000000
       1   1   2   1    -0.3259299603
       1   2   2   1     0.0487474213
       1   3   2   1    -0.0118116372
       1   4   2   1     0.0000000000
       1   5   2   1     0.0000000000
       2   1   2   1     0.7906761086
       2   2   2   1    -0.0121584061
       2   3   2   1     0.0036900890
       2   4   2   1     0.0000000000
       2   5   2   1     0.0000000000
       3   1   2   1    -0.0972760419
       3   2   2   1     0.0032731273
       3   3   2   1     0.0053477245
       3   4   2   1     0.0000000000
       3   5   2   1     0.0000000000
       4   1   2   1     0.0000000000
       4   2   2   1     0.0000000000
       4   3   2   1     0.0000000000
       4   4   2   1     0.0221749835
       4   5   2   1     0.0000000000
       5   1   2   1     0.0000000000
       5   2   2   1     0.0000000000
       5   3   2   1     0.0000000000
       5   4   2   1     0.0000000000
       5   5   2   1     0.0221749835
       1   1   2   2     0.0487474213
       1   2   2   2    -0.0121584061
       1   3   2   2     0.0032731273
       1   4   2   2     0.0000000000
       1   5   2   2     0.0000000000
       2   1   2   2    -0.0121584061
       2   2   2   2     0.5572653227
       2   3   2   2    -0.0356051416
       2   4   2   2     0.0000000000
       2   5   2   2     0.0000000000
       3   1   2   2     0.0032731273
       3   2   2   2    -0.0356051416
       3   3   2   2     0.0689007536
       3   4   2   2     0.0000000000
       3   5   2   2     0.0000000000
       4   1   2   2     0.0000000000
       4   2   2   2     0.0000000000
       4   3   2   2     0.0000000000
       4   4   2   2     0.1078505259
       4   5   2   2     0.0000000000
       5   1   2   2     0.0000000000
       5   2   2   2     0.0000000000
       5   3   2   2     0.0000000000
       5   4   2   2     0.0000000000
       5   5   2   2     0.1078505259
       1   1   2   3    -0.0118116372
       1   2   2   3     0.0032731273
       1   3   2   3    -0.0023389280
       1   4   2   3     0.0000000000
       1   5   2   3     0.0000000000
       2   1   2   3     0.0036900890
       2   2   2   3    -0.0356051416
       2   3   2   3     0.3925881234
       2   4   2   3     0.0000000000
       2   5   2   3     0.0000000000
       3   1   2   3     0.0053477245
       3   2   2   3     0.0689007536
       3   3   2   3     0.0532124759
       3   4   2   3     0.0000000000
       3   5   2   3     0.0000000000
       4   1   2   3     0.0000000000
       4   2   2   3     0.0000000000
       4   3   2   3     0.0000000000
       4   4   2   3    -0.0216607182
       4   5   2   3     0.0000000000
       5   1   2   3     0.0000000000
       5   2   2   3     0.0000000000
       5   3   2   3     0.0000000000
       5   4   2   3     0.0000000000
       5   5   2   3    -0.0216607182
       1   1   2   4     0.0000000000
       1   2   2   4     0.0000000000
       1   3   2   4     0.0000000000
       1   4   2   4    -0.0075134980
       1   5   2   4     0.0000000000
       2   1   2   4     0.0000000000
       2   2   2   4     0.0000000000
       2   3   2   4     0.0000000000
       2   4   2   4     0.5355783504
       2   5   2   4     0.0000000000
       3   1   2   4     0.0000000000
       3   2   2   4     0.0000000000
       3   3   2   4     0.0000000000
       3   4   2   4    -0.0458947139
       3   5   2   4     0.0000000000
       4   1   2   4     0.0221749835
       4   2   2   4     0.1078505259
       4   3   2   4    -0.0216607182
       4   4   2   4     0.0000000000
       4   5   2   4     0.0000000000
       5   1   2   4     0.0000000000
       5   2   2   4     0.0000000000
       5   3   2   4     0.0000000000
       5   4   2   4     0.0000000000
       5   5   2   4     0.0000000000
       1   1   2   5     0.0000000000
       1   2   2   5     0.0000000000
       1   3   2   5     0.0000000000
       1   4   2   5     0.0000000000
       1   5   2   5    -0.0075134980
       2   1   2   5     0.0000000000
       2   2   2   5     0.0000000000
       2   3   2   5     0.0000000000
       2   4   2   5     0.0000000000
       2   5   2   5     0.5355783504
       3   1   2   5     0.0000000000
       3   2   2   5     0.0000000000
       3   3   2   5     0.0000000000
       3   4   2   5     0.0000000000
       3   5   2   5    -0.0458947139
       4   1   2   5     0.0000000000
       4   2   2   5     0.0000000000
       4   3   2   5     0.0000000000
       4   4   2   5     0.0000000000
       4   5   2   5     0.0000000000
       5   1   2   5     0.0221749835
       5   2   2   5     0.1078505259
       5   3   2   5    -0.0216607182
       5   4   2   5     0.0000000000
       5   5   2   5     0.0000000000
       1   1   3   1     0.0798125220
       1   2   3   1    -0.0118116372
       1   3   3   1     0.0071573692
       1   4   3   1     0.0000000000
       1   5   3   1     0.0000000000
       2   1   3   1    -0.0972760419
       2   2   3   1     0.0032731273
       2   3   3   1     0.0053477245
       2   4   3   1     0.0000000000
       2   5   3   1     0.0000000000
       3   1   3   1     0.4461031863
       3   2   3   1    -0.0023389280
       3   3   3   1     0.0011039600
       3   4   3   1     0.0000000000
       3   5   3   1     0.0000000000
       4   1   3   1     0.0000000000
       4   2   3   1     0.0000000000
       4   3   3   1     0.0000000000
       4   4   3   1    -0.0052018886
       4   5   3   1     0.0000000000
       5   1   3   1     0.0000000000
       5   2   3   1     0.0000000000
       5   3   3   1     0.0000000000
       5   4   3   1     0.0000000000
       5   5   3   1    -0.0052018886
       1   1   3   2    -0.0118116372
       1   2   3   2     0.0036900890
       1   3   3   2     0.0053477245
       1   4   3   2     0.0000000000
       1   5   3   2     0.0000000000
       2   1   3   2     0.0032731273
       2   2   3   2    -0.0356051416
       2   3   3   2     0.0689007536
       2   4   3   2     0.0000000000
       2   5   3   2     0.0000000000
       3   1   3   2    -0.0023389280
       3   2   3   2     0.3925881234
       3   3   3   2     0.0532124759
       3   4   3   2     0.0000000000
       3   5   3   2     0.0000000000
       4   1   3   2     0.0000000000
       4   2   3   2     0.0000000000
       4   3   3   2     0.0000000000
       4   4   3   2    -0.0216607182
       4   5   3   2     0.0000000000
       5   1   3   2     0.0000000000
       5   2   3   2     0.0000000000
       5   3   3   2     0.0000000000
       5   4   3   2     0.0000000000
       5   5   3   2    -0.0216607182
       1   1   3   3     0.0071573692
       1   2   3   3     0.0053477245
       1   3   3   3     0.0011039600
       1   4   3   3     0.0000000000
       1   5   3   3     0.0000000000
       2   1   3   3     0.0053477245
       2   2   3   3     0.0689007536
       2   3   3   3     0.0532124759
       2   4   3   3     0.0000000000
       2   5   3   3     0.0000000000
       3   1   3   3     0.0011039600
       3   2   3   3     0.0532124759
       3   3   3   3     0.5001560530
       3   4   3   3     0.0000000000
       3   5   3   3     0.0000000000
       4   1   3   3     0.0000000000
       4   2   3   3     0.0000000000
       4   3   3   3     0.0000000000
       4   4   3   3     0.0148511464
       4   5   3   3     0.0000000000
       5   1   3   3     0.0000000000
       5   2   3   3     0.0000000000
       5   3   3   3     0.0000000000
       5   4   3   3     0.0000000000
       5   5   3   3     0.0148511464
       1   1   3   4     0.0000000000
       1   2   3   4     0.0000000000
       1   3   3   4     0.0000000000
       1   4   3   4     0.0017738805
       1   5   3   4     0.0000000000
       2   1   3   4     0.0000000000
       2   2   3   4     0.0000000000
       2   3   3   4     0.0000000000
       2   4   3   4    -0.0458947139
       2   5   3   4     0.0000000000
       3   1   3   4     0.0000000000
       3   2   3   4     0.0000000000
       3   3   3   4     0.0000000000
       3   4   3   4     0.3576853895
       3   5   3   4     0.0000000000
       4   1   3   4    -0.0052018886
       4   2   3   4    -0.0216607182
       4   3   3   4     0.0148511464
       4   4   3   4     0.0000000000
       4   5   3   4     0.0000000000
       5   1   3   4     0.0000000000
       5   2   3   4     0.0000000000
       5   3   3   4     0.0000000000
       5   4   3   4     0.0000000000
       5   5   3   4     0.0000000000
       1   1   3   5     0.0000000000
       1   2   3   5     0.0000000000
       1   3   3   5     0.0000000000
       1   4   3   5     0.0000000000
       1   5   3   5     0.0017738805
       2   1   3   5     0.0000000000
       2   2   3   5     0.0000000000
       2   3   3   5     0.0000000000
       2   4   3   5     0.0000000000
       2   5   3   5    -0.0458947139
       3   1   3   5     0.0000000000
       3   2   3   5     0.0000000000
       3   3   3   5     0.0000000000
       3   4   3   5     0.0000000000
       3   5   3   5     0.3576853895
       4   1   3   5     0.0000000000
       4   2   3   5     0.0000000000
       4   3   3   5     0.0000000000
       4   4   3   5     0.0000000000
       4   5   3   5     0.0000000000
       5   1   3   5    -0.0052018886
       5   2   3   5    -0.0216607182
       5   3   3   5     0.0148511464
       5   4   3   5     0.0000000000
       5   5   3   5     0.0000000000
       1   1   4   1     0.0000000000
       1   2   4   1     0.0000000000
       1   3   4   1     0.0000000000
       1   4   4   1     0.0195409923
       1   5   4   1     0.0000000000
       2   1   4   1     0.0000000000
       2   2   4   1     0.0000000000
       2   3   4   1     0.0000000000
       2   4   4   1     0.0221749835
       2   5   4   1     0.0000000000
       3   1   4   1     0.0000000000
       3   2   4   1     0.0000000000
       3   3   4   1     0.0000000000
       3   4   4   1    -0.0052018886
       3   5   4   1     0.0000000000
       4   1   4   1     0.7504662492
       4   2   4   1    -0.0075134980
       4   3   4   1     0.0017738805
       4   4   4   1     0.0000000000
       4   5   4   1     0.0000000000
       5   1   4   1     0.0000000000
       5   2   4   1     0.0000000000
       5   3   4   1     0.0000000000
       5   4   4   1     0.0000000000
       5   5   4   1     0.0000000000
