       1   1   -14.9248872662
       1   2     3.42242724
       1   3    -3.96331271
       1   4     0.0000000000
       1   5    -0.0011645937
       2   1     0.0325293762
       2   2    -0.6870450547
       2   3    -0.0158114002
       2   4     0.0000000000
       2   5     0.0025178086
       3   1    -0.0396331271
       3   2    -0.0158114002
       3   3    -0.2231152234
       3   4     0.0000000000
       3   5     0.0000000000
       4   1     0.0000000000
       4   2     0.0000000000
       4   3     0.0000000000
       4   4    -0.1104839383
       4   5     0.0000000000
       5   1    -0.0011645937
       5   2     0.0025178086
       5   3     0.0000000000
       5   4     0.0000000000
       5   5    -2.2944857439
